Duration,Sales,Commision,Age,Claim,Type_Travel Agency,Distribution_Online,Agency_encoded,Product_encoded,Destination_encoded
11,30.0,10.5,59,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
8,35.5,8.88,71,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
22,26.0,9.1,38,0,0,1,0.0047556142668428005,0.004319032536711776,0.034722222222222224
17,22.0,7.7,23,0,0,1,0.0047556142668428005,0.004319032536711776,0.0061633281972265025
14,35.0,12.25,52,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
27,57.0,14.25,25,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
1,3.74,1.31,48,0,0,1,0.0,0.0,0.0
33,26.0,9.1,60,0,0,1,0.0047556142668428005,0.004319032536711776,0.00477326968973747
30,33.0,12.54,48,0,1,1,0.030534351145038167,0.008141112618724558,0.011538461538461539
8,16.0,4.0,20,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
48,23.4,5.85,29,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
29,18.5,4.63,36,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
3,18.07,6.32,48,0,0,1,0.0,0.0,0.0061633281972265025
5,15.0,6.0,28,0,0,1,0.0031746031746031746,0.008141112618724558,0.0031645569620253164
33,58.0,20.3,64,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
31,30.0,10.5,14,1,1,0,0.005952380952380952,0.005952380952380952,0.0061633281972265025
53,30.0,10.5,72,0,1,0,0.005952380952380952,0.005952380952380952,0.0061633281972265025
19,20.0,5.0,32,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
14,30.0,10.5,35,0,1,0,0.005952380952380952,0.005952380952380952,0.004296455424274973
45,26.5,17.23,37,0,1,1,0.0364963503649635,0.03636363636363636,0.004296455424274973
6,18.0,6.3,58,0,0,1,0.0047556142668428005,0.004319032536711776,0.0061633281972265025
34,30.0,10.5,37,0,0,1,0.0047556142668428005,0.004319032536711776,0.004296455424274973
3,13.5,3.38,54,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
20,60.0,15.0,75,1,0,1,0.059456550981974714,0.032520325203252036,0.05921757770632369
15,22.0,7.7,37,0,0,1,0.0047556142668428005,0.004319032536711776,0.004296455424274973
25,35.0,12.25,38,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
89,22.0,7.7,40,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
12,18.0,6.3,47,0,0,1,0.0047556142668428005,0.004319032536711776,0.0061633281972265025
6,29.0,7.25,25,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
12,29.5,7.38,30,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
17,32.9,8.22,22,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
22,53.0,13.25,43,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
17,39.0,9.75,40,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
8,30.55,7.64,29,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
58,23.0,5.75,29,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
25,58.0,20.3,32,0,0,1,0.0047556142668428005,0.008141112618724558,0.034722222222222224
15,22.0,7.7,56,0,0,1,0.0047556142668428005,0.004319032536711776,0.0061633281972265025
22,35.0,12.25,39,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
32,30.0,10.5,47,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
9,41.5,10.38,32,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
23,45.0,15.75,53,0,0,1,0.0047556142668428005,0.008141112618724558,0.006711409395973154
6,25.0,16.25,21,0,1,1,0.0364963503649635,0.03636363636363636,0.016042780748663103
95,29.5,7.38,32,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
13,0.0,9.1,64,0,0,1,0.0047556142668428005,0.004319032536711776,0.00477326968973747
6,15.0,3.75,29,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
20,40.5,10.13,40,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
121,37.0,12.95,32,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
6,29.0,7.25,36,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
4,16.0,4.0,57,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
15,62.0,15.5,53,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
85,23.0,9.2,25,0,0,1,0.0031746031746031746,0.008141112618724558,0.0031645569620253164
11,33.5,8.38,52,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
9,45.0,15.75,63,0,0,1,0.0047556142668428005,0.008141112618724558,0.0
13,17.0,4.25,27,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
10,47.5,11.88,43,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
8,35.0,12.25,32,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
66,27.0,6.75,50,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
35,19.8,11.88,24,0,1,1,0.0,0.0,0.004296455424274973
2,18.0,6.3,42,0,0,1,0.0047556142668428005,0.004319032536711776,0.0061633281972265025
9,27.0,6.75,35,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
7,40.0,10.0,29,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
70,35.0,12.25,71,0,0,1,0.0047556142668428005,0.004319032536711776,0.007633587786259542
26,18.0,6.3,34,0,0,1,0.0047556142668428005,0.004319032536711776,0.004296455424274973
13,18.0,6.3,44,0,0,1,0.0047556142668428005,0.004319032536711776,0.004296455424274973
15,30.55,7.64,28,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
16,26.0,9.1,30,0,0,1,0.0047556142668428005,0.004319032536711776,0.00477326968973747
14,18.0,6.3,40,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
26,35.0,12.25,51,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
20,26.0,9.1,33,0,0,1,0.0047556142668428005,0.004319032536711776,0.00477326968973747
11,22.0,7.7,45,0,0,1,0.0047556142668428005,0.004319032536711776,0.004296455424274973
39,45.5,11.38,69,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
10,18.0,6.3,43,0,0,1,0.0047556142668428005,0.004319032536711776,0.004296455424274973
30,29.0,9.57,69,0,1,0,0.01282051282051282,0.017045454545454544,0.004296455424274973
8,8.63,3.02,48,0,0,1,0.0,0.0,0.0
3,49.0,12.25,32,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
6,26.0,9.1,57,0,0,1,0.0047556142668428005,0.004319032536711776,0.034722222222222224
86,50.0,16.5,72,0,1,0,0.01282051282051282,0.017045454545454544,0.006711409395973154
38,26.0,9.1,42,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
13,54.5,13.63,48,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
23,35.0,12.25,53,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
5,37.0,9.25,50,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
3,18.5,4.63,27,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
2,15.0,6.0,38,0,0,1,0.0031746031746031746,0.008141112618724558,0.0031645569620253164
19,22.0,7.7,47,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
32,22.0,7.7,54,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
9,11.5,2.88,34,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
16,35.5,8.88,31,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
6,16.0,4.0,31,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
5,29.0,7.25,31,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
10,18.0,6.3,56,0,0,1,0.0047556142668428005,0.004319032536711776,0.004296455424274973
5,24.05,6.01,26,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
21,13.5,3.38,29,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
6,18.0,4.5,31,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
1,18.0,6.3,43,0,0,1,0.0047556142668428005,0.004319032536711776,0.011538461538461539
10,26.0,9.1,53,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
17,30.0,10.5,73,0,1,0,0.005952380952380952,0.005952380952380952,0.0061633281972265025
25,33.5,8.38,29,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
6,23.4,5.85,35,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
5,35.1,8.78,34,0,0,1,0.059456550981974714,0.032520325203252036,0.05921757770632369
41,33.0,12.54,48,0,1,1,0.030534351145038167,0.008141112618724558,0.011538461538461539
5,17.5,4.38,39,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
48,18.0,6.3,32,0,0,1,0.0047556142668428005,0.004319032536711776,0.004296455424274973
8,16.0,4.0,32,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
111,40.0,14.0,36,0,0,1,0.0047556142668428005,0.004319032536711776,0.034722222222222224
5,21.0,5.25,56,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
10,18.0,4.5,28,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
20,23.5,5.88,24,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
76,29.0,9.57,38,0,1,0,0.01282051282051282,0.017045454545454544,0.004296455424274973
50,22.5,5.63,61,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
45,29.0,9.57,21,0,1,0,0.01282051282051282,0.017045454545454544,0.004296455424274973
23,53.5,13.38,30,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
53,16.0,4.0,31,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
22,53.5,13.38,25,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
64,31.0,20.15,53,0,1,1,0.0364963503649635,0.0,0.004296455424274973
15,22.0,7.7,34,0,0,1,0.0047556142668428005,0.004319032536711776,0.011538461538461539
16,26.0,9.1,57,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
13,23.0,9.2,45,0,0,1,0.0031746031746031746,0.008141112618724558,0.0031645569620253164
7,16.0,4.0,62,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
7,22.5,5.63,16,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
6,24.05,6.01,42,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
14,15.0,6.0,45,0,0,1,0.0031746031746031746,0.008141112618724558,0.0031645569620253164
5,45.0,15.75,30,0,0,1,0.0047556142668428005,0.008141112618724558,0.007633587786259542
48,37.0,12.95,38,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
6,26.0,9.1,40,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
3,22.5,5.63,26,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
18,48.5,12.13,20,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
42,39.0,9.75,31,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
115,35.0,12.25,27,0,0,1,0.0047556142668428005,0.004319032536711776,0.034722222222222224
6,18.0,6.3,49,0,0,1,0.0047556142668428005,0.004319032536711776,0.004296455424274973
13,30.0,10.5,47,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
15,22.0,7.7,49,0,0,1,0.0047556142668428005,0.004319032536711776,0.004296455424274973
31,49.0,12.25,42,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
19,20.59,7.21,48,0,0,1,0.0,0.0,0.0
13,22.0,7.7,27,0,0,1,0.0047556142668428005,0.004319032536711776,0.00477326968973747
51,26.0,9.1,35,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
17,44.85,11.21,40,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
21,18.0,6.3,36,0,0,1,0.0047556142668428005,0.004319032536711776,0.004296455424274973
4,13.5,3.38,19,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
4,18.0,6.3,71,0,0,1,0.0047556142668428005,0.004319032536711776,0.011538461538461539
4,18.0,6.3,32,0,0,1,0.0047556142668428005,0.004319032536711776,0.0061633281972265025
5,17.55,4.39,25,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
7,22.0,7.7,23,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
19,20.0,5.0,26,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
105,29.5,7.38,33,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
14,26.0,9.1,47,0,0,1,0.0047556142668428005,0.004319032536711776,0.00477326968973747
75,22.0,7.7,54,0,0,1,0.0047556142668428005,0.004319032536711776,0.008849557522123894
30,26.0,9.1,42,0,0,1,0.0047556142668428005,0.004319032536711776,0.00477326968973747
3,13.5,3.38,27,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
9,22.0,7.7,36,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
6,20.0,5.0,33,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
7,26.0,9.1,62,0,0,1,0.0047556142668428005,0.004319032536711776,0.00477326968973747
30,23.5,5.88,40,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
29,26.0,9.1,29,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
28,15.0,6.0,61,0,0,1,0.0031746031746031746,0.008141112618724558,0.0031645569620253164
5,22.0,7.7,59,0,0,1,0.0047556142668428005,0.004319032536711776,0.004296455424274973
41,57.0,14.25,28,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
20,26.0,9.1,44,0,0,1,0.0047556142668428005,0.004319032536711776,0.006711409395973154
14,26.5,6.63,33,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
6,18.0,6.3,38,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
9,47.5,11.88,55,0,0,1,0.059456550981974714,0.0670147954743255,0.05921757770632369
27,37.0,12.95,61,0,0,1,0.0047556142668428005,0.004319032536711776,0.004296455424274973
11,16.0,4.0,71,0,0,1,0.059456550981974714,0.05725971370143149,0.05921757770632369
24,35.0,12.25,53,0,0,1,0.0047556142668428005,0.004319032536711776,0.0
2,8.85,3.1,48,0,0,1,0.0,0.0,0.0
8,22.0,7.7,20,0,0,1,0.0047556142668428005,0.004319032536711776,0.0061633281972265025
88,58.0,20.3,72,0,0,1,0.0047556142668428005,0.008141112618724558,0.008849557522123894
12,35.0,12.25,42,0,0,1,0.0047556142668428005,0.004319032536711776,0.00477326968973747
